#Time		#Wave		#Intensity
0.000000	1722.566406	30.844776
0.000000	1721.590820	33.415173
0.000000	1720.613281	41.118038
0.000000	1719.636719	25.693569
0.000000	1718.659180	33.394875
0.000000	1717.682617	38.524738
0.000000	1716.705078	35.949131
0.000000	1715.727539	28.240019
0.000000	1714.749023	30.801044
0.000000	1713.771484	35.927261
0.000000	1712.792969	38.485680
0.000000	1711.814453	28.217102
0.000000	1710.835938	30.776043
0.000000	1709.856445	38.462238
0.000000	1708.877930	35.890797
0.000000	1707.898438	35.883499
0.000000	1706.918945	35.876205
0.000000	1705.939453	38.430973
0.000000	1704.958984	35.861614
0.000000	1703.979492	35.854317
0.000000	1702.999023	48.649525
0.000000	1702.018555	43.519661
0.000000	1701.038086	33.272961
0.000000	1700.056641	30.707247
0.000000	1699.076172	38.376236
0.000000	1698.094727	51.157887
0.000000	1697.113281	46.032711
0.000000	1696.131836	38.352768
0.000000	1695.149414	46.013935
0.000000	1694.167969	35.781311
0.000000	1693.185547	33.218723
0.000000	1692.203125	30.657175
0.000000	1691.219727	35.759399
0.000000	1690.237305	35.752094
0.000000	1689.253906	28.085192
0.000000	1688.270508	43.395515
0.000000	1687.287109	51.043110
0.000000	1686.303711	35.722870
0.000000	1685.320313	45.920010
0.000000	1684.335938	33.157665
0.000000	1683.351563	33.150879
0.000000	1682.367188	30.594547
0.000000	1681.382813	38.235352
0.000000	1680.397461	35.679020
0.000000	1679.412109	43.315647
0.000000	1678.426758	40.759312
0.000000	1677.441406	40.750957
0.000000	1676.456055	35.649776
0.000000	1675.469727	30.550682
0.000000	1674.483398	33.089783
0.000000	1673.497070	25.448454
0.000000	1672.510742	43.253494
0.000000	1671.524414	30.525608
0.000000	1670.537109	33.062618
0.000000	1669.549805	35.598579
0.000000	1668.562500	40.675732
0.000000	1667.575195	40.667370
0.000000	1666.587891	38.117821
0.000000	1665.599609	33.028652
0.000000	1664.611328	45.722572
0.000000	1663.623047	30.475443
0.000000	1662.634766	43.164658
0.000000	1661.646484	53.310070
0.000000	1660.657227	48.222988
0.000000	1659.667969	50.750584
0.000000	1658.678711	43.129108
0.000000	1657.689453	53.266155
0.000000	1656.699219	45.647293
0.000000	1655.708984	27.889816
0.000000	1654.718750	30.418980
0.000000	1653.728516	48.153450
0.000000	1652.738281	45.609642
0.000000	1651.747070	45.600231
0.000000	1650.756836	48.123638
0.000000	1649.765625	50.646000
0.000000	1648.773438	27.849546
0.000000	1647.782227	35.437553
0.000000	1646.790039	35.430233
0.000000	1645.798828	53.134361
0.000000	1644.806641	40.474953
0.000000	1643.813477	42.995743
0.000000	1642.821289	50.572762
0.000000	1641.828125	42.977955
0.000000	1640.834961	48.024242
0.000000	1639.841797	45.487232
0.000000	1638.848633	53.057449
0.000000	1637.854492	53.046459
0.000000	1636.861328	45.458973
0.000000	1635.867188	42.924580
0.000000	1634.873047	47.964584
0.000000	1633.877930	35.334999
0.000000	1632.883789	63.085125
0.000000	1631.888672	47.934750
0.000000	1630.893555	55.491879
0.000000	1629.898438	50.436695
0.000000	1628.902344	57.990158
0.000000	1627.907227	50.415752
0.000000	1626.911133	63.006603
0.000000	1625.915039	42.835590
0.000000	1624.918945	47.865124
0.000000	1623.921875	55.411259
0.000000	1622.924805	45.327057
0.000000	1621.928711	45.317635
0.000000	1620.930664	60.410946
0.000000	1619.933594	52.848579
0.000000	1618.936523	47.805431
0.000000	1617.938477	35.217724
0.000000	1616.940430	52.815590
0.000000	1615.942383	55.319096
0.000000	1614.943359	42.737671
0.000000	1613.945313	50.269138
0.000000	1612.946289	40.206932
0.000000	1611.947266	32.661324
0.000000	1610.948242	35.166401
0.000000	1609.948242	42.693153
0.000000	1608.949219	47.705925
0.000000	1607.949219	45.185658
0.000000	1606.949219	47.686020
0.000000	1605.948242	35.129734
0.000000	1604.948242	50.174854
0.000000	1603.947266	42.639721
0.000000	1602.946289	47.646206
0.000000	1601.945313	42.621910
0.000000	1600.944336	45.119652
0.000000	1599.942383	42.604095
0.000000	1598.940430	35.078392
0.000000	1597.938477	45.091358
0.000000	1596.936523	37.568272
0.000000	1595.934570	42.568470
0.000000	1594.931641	52.573578
0.000000	1593.928711	50.059593
0.000000	1592.925781	52.551571
0.000000	1591.922852	52.540565
0.000000	1590.918945	35.019707
0.000000	1589.915039	42.515022
0.000000	1588.911133	55.007912
0.000000	1587.907227	47.496880
0.000000	1586.903320	57.484169
0.000000	1585.898438	52.474541
0.000000	1584.894531	57.460060
0.000000	1583.889648	64.941231
0.000000	1582.883789	57.435955
0.000000	1581.878906	49.933826
0.000000	1580.873047	62.404182
0.000000	1579.867188	47.417221
0.000000	1578.861328	49.902382
0.000000	1577.855469	49.891903
0.000000	1576.848633	47.387348
0.000000	1575.842773	32.416107
0.000000	1574.835938	34.902317
0.000000	1573.828125	52.342472
0.000000	1572.821289	44.855541
0.000000	1571.813477	42.354656
0.000000	1570.805664	37.363895
0.000000	1569.797852	47.317642
0.000000	1568.790039	54.777317
0.000000	1567.782227	49.787079
0.000000	1566.773438	24.888298
0.000000	1565.764648	29.859667
0.000000	1564.755859	44.780067
0.000000	1563.747070	39.796116
0.000000	1562.737305	39.787731
0.000000	1561.727539	44.751762
0.000000	1560.717773	27.342533
0.000000	1559.708008	44.732891
0.000000	1558.697266	39.754185
0.000000	1557.687500	39.745796
0.000000	1556.676758	37.253822
